DB.ID	TaxID	AccNum.noV	AccNum	SeqMD5Digest	SLength	Analysis	SignDesc	StartLoc	StopLoc	Score	Status	RunDate	IPRAcc	IPRDesc	FullAccNum	ProteinName	Length	SourceDB	Completeness	Lineage	Species	Name	ShortName	LookupTblDesc	ID	Label
Coil	1536641	WP_062382707	WP_062382707.1	f6d5e11e0bfd9027c914ac2b1e12d6b3	187	Coils	Coil	22	42	-	TRUE	26-10-2021			WP_062382707.1	DciA family protein [Demequina iriomotensis]	187	refseq	complete	Bacteria>Actinobacteria	Demequina iriomotensis	BActino_Diriomotensis_WP_062382707.1	Coil			Coil
MF_00630	2053	WP_079931973	WP_079931973.1	96117d14dc5e8e52bbbc9f94f91ed0f6	201	Hamap	UPF0232 protein <locus_tag>.	2	188	30.405	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_079931973.1	MULTISPECIES: DUF721 family protein [Gordonia]	201	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_079931973.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	2053	WP_006437503	WP_006437503.1	01b33bd74be214ae23f03129c879e37f	195	Hamap	UPF0232 protein <locus_tag>.	2	182	29.071	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_006437503.1	MULTISPECIES: DUF721 family protein [Gordonia]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_006437503.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1716	WP_003855338	WP_003855338.1	ed225ff503f0d187df2d93b82314f967	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.114	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_003855338.1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium	BActino_C_WP_003855338.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	192944	WP_027505939	WP_027505939.1	6447ac6cd118e1fea4ed67091ef280e0	181	Hamap	UPF0232 protein <locus_tag>.	1	168	30.755	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_027505939.1	MULTISPECIES: DUF721 family protein [unclassified Rhodococcus]	181	refseq	complete	Bacteria>Actinobacteria	unclassified Rhodococcus	BActino_uRhodococcus_WP_027505939.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	192944	WP_109325312	WP_109325312.1	3f2b30b20dbe68de7ae5b5f466647e70	186	Hamap	UPF0232 protein <locus_tag>.	1	173	31.976	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_109325312.1	MULTISPECIES: DUF721 family protein [unclassified Rhodococcus]	186	refseq	complete	Bacteria>Actinobacteria	unclassified Rhodococcus	BActino_uRhodococcus_WP_109325312.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	2053	WP_005205889	WP_005205889.1	9b404995ddd1ae61d26b9cffc4f277d4	187	Hamap	UPF0232 protein <locus_tag>.	4	174	30.616	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_005205889.1	MULTISPECIES: DUF721 family protein [Gordonia]	187	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_005205889.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1716	WP_003860983	WP_003860983.1	62d78bba77550e11f3137f0e41690c30	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.048	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_003860983.1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium	BActino_C_WP_003860983.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	2060	WP_146487980	WP_146487980.1	3df12202593138e917f59c9f8f13aa91	180	Hamap	UPF0232 protein <locus_tag>.	3	167	28.081	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_146487980.1	MULTISPECIES: DUF721 family protein [Tsukamurella]	180	refseq	complete	Bacteria>Actinobacteria	Tsukamurella	BActino_T_WP_146487980.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1718	WP_074493017	WP_074493017.1	68ba2a7c4f5bfca218980374e03f2ff0	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.22	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_074493017.1	DUF721 domain-containing protein [Corynebacterium glutamicum]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium glutamicum	BActino_Cglutamicum_WP_074493017.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	2061	WP_013124717	WP_013124717.1	cb46df39c5ece03a140fe2b612df90bc	180	Hamap	UPF0232 protein <locus_tag>.	3	167	28.002	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_013124717.1	DUF721 family protein [Tsukamurella paurometabola]	180	refseq	complete	Bacteria>Actinobacteria	Tsukamurella paurometabola	BActino_Tpaurometabola_WP_013124717.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	208602	WP_067502755	WP_067502755.1	ce886513f9d022a1cc09958c62d5fe35	187	Hamap	UPF0232 protein <locus_tag>.	2	174	31.554	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_067502755.1	DUF721 family protein [Nocardia puris]	187	refseq	complete	Bacteria>Actinobacteria	Nocardia puris	BActino_Npuris_WP_067502755.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	209246	WP_067826106	WP_067826106.1	dbf6bc89a5342b5ac2b297fa2fcf97bc	197	Hamap	UPF0232 protein <locus_tag>.	6	184	30.167	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_067826106.1	DUF721 family protein [Nocardia inohanensis]	197	refseq	complete	Bacteria>Actinobacteria	Nocardia inohanensis	BActino_Ninohanensis_WP_067826106.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1721	WP_015649925	WP_015649925.1	ac524f3967c206395c14a0cf0bc100cf	181	Hamap	UPF0232 protein <locus_tag>.	7	168	28.695	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_015649925.1	DciA family protein [Corynebacterium callunae]	181	refseq	complete	Bacteria>Actinobacteria	Corynebacterium callunae	BActino_Ccallunae_WP_015649925.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_048472517	WP_048472517.1	7579181e3d43a56b48e956659da51aee	186	Hamap	UPF0232 protein <locus_tag>.	2	173	33.666	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_048472517.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	186	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_048472517.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	28445	WP_079219748	WP_079219748.1	806417b8210cd8391b411a482c4a4dd9	211	Hamap	UPF0232 protein <locus_tag>.	25	198	34.537	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_079219748.1	DUF721 family protein [Mycobacterium intermedium]	211	refseq	complete	Bacteria>Actinobacteria	Mycobacterium intermedium	BActino_Mintermedium_WP_079219748.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_099962224	WP_099962224.1	96edebb0e689cedef12d4592655d5086	188	Hamap	UPF0232 protein <locus_tag>.	1	175	32.795	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_099962224.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	188	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_099962224.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_008262510	WP_008262510.1	58dad9fc3e832afe167db68f7e28ba1a	187	Hamap	UPF0232 protein <locus_tag>.	1	174	35.811	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_008262510.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_008262510.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_065047648	WP_065047648.1	37023ef2b83b3040a31a07782306a69a	179	Hamap	UPF0232 protein <locus_tag>.	1	166	33.739	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_065047648.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	179	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_065047648.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_096309454	WP_096309454.1	30ce728559b2c44286aeace80b179a1b	187	Hamap	UPF0232 protein <locus_tag>.	1	174	33.323	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_096309454.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_096309454.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_015353882	WP_015353882.1	08aaaad0d4e37774cd904d259425c4c9	187	Hamap	UPF0232 protein <locus_tag>.	3	174	34.095	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_015353882.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_015353882.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_062886551	WP_062886551.1	6253895202753a5976dc00bd1fa74d9c	181	Hamap	UPF0232 protein <locus_tag>.	1	168	36.069	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_062886551.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_062886551.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	33899	WP_150471860	WP_150471860.1	723c47a1ffb8dfbdb2c61b1edbef3027	194	Hamap	UPF0232 protein <locus_tag>.	10	180	30.596	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_150471860.1	DciA family protein [Streptomyces galilaeus]	194	refseq	complete	Bacteria>Actinobacteria	Streptomyces galilaeus	BActino_Sgalilaeus_WP_150471860.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_104183534	WP_104183534.1	4f3300410f087c4a40bdd3a60ccbc35b	181	Hamap	UPF0232 protein <locus_tag>.	1	168	35.983	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_104183534.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_104183534.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_084024904	WP_084024904.1	db14fbe1d9bb80a47bb74ceee0385872	156	Hamap	UPF0232 protein <locus_tag>.	2	143	30.649	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_084024904.1	DUF721 family protein, partial [Mycobacterium avium]	156	refseq	no-left	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_084024904.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_023867881	WP_023867881.1	031d7e1d6d3ff09a9f816903d6eb951d	181	Hamap	UPF0232 protein <locus_tag>.	1	168	36.036	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_023867881.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_023867881.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_084266687	WP_084266687.1	e6cffdf9683a8520d245eff9ad23592d	181	Hamap	UPF0232 protein <locus_tag>.	1	168	35.831	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_084266687.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_084266687.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	35764	WP_106675685	WP_106675685.1	5cf4a9cc2d99a67946137f3a46402690	177	Hamap	UPF0232 protein <locus_tag>.	1	163	28.662	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_106675685.1	DciA family protein [Streptosporangium nondiastaticum]	177	refseq	complete	Bacteria>Actinobacteria	Streptosporangium nondiastaticum	BActino_Snondiastaticum_WP_106675685.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	36811	WP_097940379	WP_097940379.1	2ffdf7c821ee96da72dd16914117ef14	194	Hamap	UPF0232 protein <locus_tag>.	6	181	32.828	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_097940379.1	DUF721 family protein [Mycolicibacterium agri]	194	refseq	complete	Bacteria>Actinobacteria	Mycolicibacterium agri	BActino_Magri_WP_097940379.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	228602	WP_063050355	WP_063050355.1	7db6a93db5c0b54b8d4f026ef5bcbbfd	189	Hamap	UPF0232 protein <locus_tag>.	4	176	32.035	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_063050355.1	DUF721 family protein [Nocardia arthritidis]	189	refseq	complete	Bacteria>Actinobacteria	Nocardia arthritidis	BActino_Narthritidis_WP_063050355.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_084030128	WP_084030128.1	9024d7087029466ba6f2df5d668d7f82	156	Hamap	UPF0232 protein <locus_tag>.	2	143	30.695	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_084030128.1	DUF721 family protein, partial [Mycobacterium avium]	156	refseq	no-left	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_084030128.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_084268972	WP_084268972.1	25e1464d69ce197266c7f9551060ef06	156	Hamap	UPF0232 protein <locus_tag>.	2	143	30.669	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_084268972.1	DUF721 family protein, partial [Mycobacterium avium]	156	refseq	no-left	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_084268972.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_106826358	WP_106826358.1	19b0370a62d75e43056360ddb5bf3249	154	Hamap	UPF0232 protein <locus_tag>.	1	141	30.451	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_106826358.1	DUF721 family protein, partial [Mycobacterium avium]	154	refseq	no-left	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_106826358.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_003874373	WP_003874373.1	94c53983e5db4524308daef2c6748369	181	Hamap	UPF0232 protein <locus_tag>.	1	168	36.082	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_003874373.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_003874373.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_065370925	WP_065370925.1	f0e714a29fd56cbf00da0ed8cff1b4d0	181	Hamap	UPF0232 protein <locus_tag>.	1	168	35.91	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_065370925.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_065370925.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	36822	WP_005200395	WP_005200395.1	8619aff25c7056dcdffb68dfc87d68ff	195	Hamap	UPF0232 protein <locus_tag>.	5	182	29.124	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_005200395.1	DUF721 family protein [Gordonia rubripertincta]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia rubripertincta	BActino_Grubripertincta_WP_005200395.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1764	WP_033729036	WP_033729036.1	2c530464fc245b512e43cd7eada4b9e4	181	Hamap	UPF0232 protein <locus_tag>.	1	168	36.082	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_033729036.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_033729036.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	239498	WP_068570129	WP_068570129.1	a608c6291c81e0102bb1b5db7e6eb685	180	Hamap	UPF0232 protein <locus_tag>.	3	167	28.431	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_068570129.1	DUF721 family protein [Tsukamurella pseudospumae]	180	refseq	complete	Bacteria>Actinobacteria	Tsukamurella pseudospumae	BActino_Tpseudospumae_WP_068570129.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	36822	WP_119030755	WP_119030755.1	6c4ca7cd31064b8adc6e971091e5496c	195	Hamap	UPF0232 protein <locus_tag>.	2	182	29.25	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_119030755.1	DUF721 family protein [Gordonia rubripertincta]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia rubripertincta	BActino_Grubripertincta_WP_119030755.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
