DB.ID	TaxID	AccNum.noV	AccNum	SeqMD5Digest	SLength	Analysis	SignDesc	StartLoc	StopLoc	Score	Status	RunDate	IPRAcc	IPRDesc	FullAccNum	ProteinName	Length	SourceDB	Completeness	Lineage	Species	Name	ShortName	LookupTblDesc	ID	Label
Coil	410332	WP_008381455	WP_008381455.1	d135d26a15bf6ea0a825e50280eee82c	179	Coils	Coil	13	33	-	TRUE	26-10-2021			WP_008381455.1	DUF721 family protein [Gordonia malaquae]	179	refseq	complete	Bacteria>Actinobacteria	Gordonia malaquae	BActino_Gmalaquae_WP_008381455.1	Coil			Coil
Coil	2657482	WP_058252997	WP_058252997.1	b84ca5d98c1d649c0bc9efc4d03e1695	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_058252997.1	MULTISPECIES: DUF721 family protein [unclassified Gordonia]	194	refseq	complete	Bacteria>Actinobacteria	unclassified Gordonia	BActino_uGordonia_WP_058252997.1	Coil			Coil
Coil	2487349	WP_123926878	WP_123926878.1	c1717de5ca4ded3268f60f4e1f9a167a	201	Coils	Coil	31	51	-	TRUE	26-10-2021			WP_123926878.1	DUF721 family protein [Gordonia oryzae]	201	refseq	complete	Bacteria>Actinobacteria	Gordonia sp. RS15-1S	BActino_Gsp._WP_123926878.1	Coil			Coil
Coil		WP_154883711	WP_154883711.1	44c794e405bc595f5b2666b83dc2aea4	195	Coils	Coil	29	49	-	TRUE	26-10-2021										WP_154883711.1	Coil			Coil
Coil	396712	WP_159404611	WP_159404611.1	235ac1fbbab121245b78059024d990cc	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_159404611.1	DUF721 family protein [Gordonia sp. YY1]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia sp. YY1	BActino_Gsp._WP_159404611.1	Coil			Coil
Coil	1004901	WP_105940905	WP_105940905.1	55529673f7211740897edef8d8ec203d	178	Coils	Coil	11	31	-	TRUE	26-10-2021			WP_105940905.1	DUF721 family protein [Gordonia iterans]	178	refseq	complete	Bacteria>Actinobacteria	Gordonia iterans	BActino_Giterans_WP_105940905.1	Coil			Coil
Coil	2698900	WP_159369719	WP_159369719.1	493ac3d148c8b3a39b56cddeea4c5d93	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_159369719.1	DUF721 family protein [Gordonia sp. JH63]	194	refseq	complete	Bacteria>Actinobacteria	Gordonia sp. JH63	BActino_Gsp._WP_159369719.1	Coil			Coil
Coil		WP_124246123	WP_124246123.1	4081731c18a8247073b6edf11eb14481	189	Coils	Coil	24	44	-	TRUE	26-10-2021										WP_124246123.1	Coil			Coil
Coil	2420509	WP_124709461	WP_124709461.1	b05fae5ff1e66252f579c2a43c5513f1	183	Coils	Coil	17	37	-	TRUE	26-10-2021			WP_124709461.1	DUF721 family protein [Gordonia insulae]	183	refseq	complete	Bacteria>Actinobacteria	Gordonia insulae	BActino_Ginsulae_WP_124709461.1	Coil			Coil
MF_00630	1716	WP_003855338	WP_003855338.1	ed225ff503f0d187df2d93b82314f967	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.114	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_003855338.1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium	BActino_C_WP_003855338.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1716	WP_003860983	WP_003860983.1	62d78bba77550e11f3137f0e41690c30	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.048	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_003860983.1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium	BActino_C_WP_003860983.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	547163	WP_065457531	WP_065457531.1	52e39db16ce1bc601d58af9efbc1c58f	192	Hamap	UPF0232 protein <locus_tag>.	10	179	33.428	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_065457531.1	DUF721 family protein [Mycobacterium vulneris]	192	refseq	complete	Bacteria>Actinobacteria	Mycobacterium vulneris	BActino_Mvulneris_WP_065457531.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_037109983	WP_037109983.1	3a24d40dd5eb3c5df11b48e8fdef874e	182	Hamap	UPF0232 protein <locus_tag>.	1	169	29.461	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_037109983.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	182	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_037109983.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_032396990	WP_032396990.1	a85578e5b76c3143c0bde05b5a8c3460	187	Hamap	UPF0232 protein <locus_tag>.	1	174	30.438	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_032396990.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_032396990.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_005516606	WP_005516606.1	9904eb16294460182a866e8f42394d89	183	Hamap	UPF0232 protein <locus_tag>.	1	170	30.874	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_005516606.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	183	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_005516606.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_019665053	WP_019665053.1	1c4e87ba7ace9bf4b7e0e556c7f4281c	182	Hamap	UPF0232 protein <locus_tag>.	1	169	29.448	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_019665053.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	182	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_019665053.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_027494996	WP_027494996.1	797c30b139b29b6762ef764691349ea6	186	Hamap	UPF0232 protein <locus_tag>.	3	173	30.293	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_027494996.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	186	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_027494996.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_032378760	WP_032378760.1	fc8865908296182e45838f225beb2060	187	Hamap	UPF0232 protein <locus_tag>.	1	174	30.352	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_032378760.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_032378760.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_005263477	WP_005263477.1	d226d082d77f459b03225498db5d68dc	187	Hamap	UPF0232 protein <locus_tag>.	2	174	31.468	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_005263477.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_005263477.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1827	WP_005249104	WP_005249104.1	4026ec69660f2d318d5e3ac10b2fddd1	187	Hamap	UPF0232 protein <locus_tag>.	2	174	31.468	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_005249104.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_005249104.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1718	WP_074493017	WP_074493017.1	68ba2a7c4f5bfca218980374e03f2ff0	178	Hamap	UPF0232 protein <locus_tag>.	7	165	28.22	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_074493017.1	DUF721 domain-containing protein [Corynebacterium glutamicum]	178	refseq	complete	Bacteria>Actinobacteria	Corynebacterium glutamicum	BActino_Cglutamicum_WP_074493017.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	135487	WP_163813342	WP_163813342.1	f7ef2fd7c817c314e7963143a8b04a23	188	Hamap	UPF0232 protein <locus_tag>.	3	175	30.735	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_163813342.1	DUF721 family protein [Nocardia cyriacigeorgica]	188	refseq	complete	Bacteria>Actinobacteria	Nocardia cyriacigeorgica	BActino_Ncyriacigeorgica_WP_163813342.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1828	WP_032389447	WP_032389447.1	304ebdd93a5b3b204c89549c04b1cd8d	186	Hamap	UPF0232 protein <locus_tag>.	3	173	30.286	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_032389447.1	DUF721 family protein [Rhodococcus fascians]	186	refseq	complete	Bacteria>Actinobacteria	Rhodococcus fascians	BActino_Rfascians_WP_032389447.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1828	WP_167329015	WP_167329015.1	e6d32aa01b50739947fc810f7b2d9ea6	186	Hamap	UPF0232 protein <locus_tag>.	3	173	30.154	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_167329015.1	DUF721 family protein [Rhodococcus fascians]	186	refseq	complete	Bacteria>Actinobacteria	Rhodococcus fascians	BActino_Rfascians_WP_167329015.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1828	WP_037152139	WP_037152139.1	ff6a85b89799ea5556895bb55f2bdccf	187	Hamap	UPF0232 protein <locus_tag>.	1	174	30.246	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_037152139.1	DUF721 family protein [Rhodococcus fascians]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus fascians	BActino_Rfascians_WP_037152139.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1828	WP_037160644	WP_037160644.1	88605b46753b5790fa16392e03bd00b1	182	Hamap	UPF0232 protein <locus_tag>.	1	169	29.25	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_037160644.1	DUF721 family protein [Rhodococcus fascians]	182	refseq	complete	Bacteria>Actinobacteria	Rhodococcus fascians	BActino_Rfascians_WP_037160644.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1721	WP_015649925	WP_015649925.1	ac524f3967c206395c14a0cf0bc100cf	181	Hamap	UPF0232 protein <locus_tag>.	7	168	28.695	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_015649925.1	DciA family protein [Corynebacterium callunae]	181	refseq	complete	Bacteria>Actinobacteria	Corynebacterium callunae	BActino_Ccallunae_WP_015649925.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_048472517	WP_048472517.1	7579181e3d43a56b48e956659da51aee	186	Hamap	UPF0232 protein <locus_tag>.	2	173	33.666	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_048472517.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	186	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_048472517.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_064394689	WP_064394689.1	64912b91f7565462fdd333ce6c0dbe01	184	Hamap	UPF0232 protein <locus_tag>.	3	171	32.399	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_064394689.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	184	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_064394689.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_078362523	WP_078362523.1	05f0984db0f3eb4e6562cc17d5cb607c	183	Hamap	UPF0232 protein <locus_tag>.	1	170	33.283	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_078362523.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	183	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_078362523.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_019344843	WP_019344843.1	bfd4f58df638aba68e2ee4333717bc27	192	Hamap	UPF0232 protein <locus_tag>.	10	179	33.587	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_019344843.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	192	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_019344843.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_070915899	WP_070915899.1	7d0f04f66cc941142257b998f4af5b9e	183	Hamap	UPF0232 protein <locus_tag>.	1	170	33.435	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_070915899.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	183	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_070915899.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1829	WP_085468659	WP_085468659.1	d8dfc67f0c56417610f067da3fa41e52	190	Hamap	UPF0232 protein <locus_tag>.	7	177	32.082	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_085468659.1	DUF721 family protein [Rhodococcus rhodochrous]	190	refseq	complete	Bacteria>Actinobacteria	Rhodococcus rhodochrous	BActino_Rrhodochrous_WP_085468659.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_046365064	WP_046365064.1	e5660382bc2f1102cf1eab0edc979e01	185	Hamap	UPF0232 protein <locus_tag>.	1	172	33.501	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_046365064.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	185	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_046365064.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_099962224	WP_099962224.1	96edebb0e689cedef12d4592655d5086	188	Hamap	UPF0232 protein <locus_tag>.	1	175	32.795	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_099962224.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	188	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_099962224.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_019511952	WP_019511952.1	4f4f06b4549e60b276504e87e555c17a	186	Hamap	UPF0232 protein <locus_tag>.	2	173	32.814	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_019511952.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	186	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_019511952.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_070185775	WP_070185775.1	25f5aabd9d680cf54e106c7157c82311	190	Hamap	UPF0232 protein <locus_tag>.	1	177	33.811	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_070185775.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	190	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_070185775.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_013826948	WP_013826948.1	8609b58e4998070e29015308835ff319	188	Hamap	UPF0232 protein <locus_tag>.	4	175	33.065	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_013826948.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	188	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_013826948.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	756689	WP_067786336	WP_067786336.1	04dd1a0ca9b88a34ad06517fe433f846	187	Hamap	UPF0232 protein <locus_tag>.	2	174	31.719	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_067786336.1	DUF721 family protein [Nocardia amikacinitolerans]	187	refseq	complete	Bacteria>Actinobacteria	Nocardia amikacinitolerans	BActino_Namikacinitolerans_WP_067786336.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1762	WP_064407454	WP_064407454.1	70edd6a99040508c47a26e1cc43e4fc7	183	Hamap	UPF0232 protein <locus_tag>.	1	170	33.547	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_064407454.1	MULTISPECIES: DUF721 family protein [Mycobacteriaceae]	183	refseq	complete	Bacteria>Actinobacteria	Mycobacteriaceae	BActino_M_WP_064407454.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	152794	WP_006768689	WP_006768689.1	6217c20285306dfc15e9eed28cc108e0	193	Hamap	UPF0232 protein <locus_tag>.	10	180	34.227	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_006768689.1	DUF721 domain-containing protein [Corynebacterium efficiens]	193	refseq	complete	Bacteria>Actinobacteria	Corynebacterium efficiens	BActino_Cefficiens_WP_006768689.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_046283930	WP_046283930.1	74a47a3840f00c30d3b3b852c0a2b24e	192	Hamap	UPF0232 protein <locus_tag>.	2	179	33.197	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_046283930.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	192	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_046283930.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
MF_00630	1763	WP_015353882	WP_015353882.1	08aaaad0d4e37774cd904d259425c4c9	187	Hamap	UPF0232 protein <locus_tag>.	3	174	34.095	TRUE	26-10-2021	IPR023007	Uncharacterised protein family UPF0232, actinobacteria	WP_015353882.1	MULTISPECIES: DUF721 family protein [Mycobacterium]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium	BActino_M_WP_015353882.1	UPF0232 protein <locus_tag>.			UPF0232 protein <locus_tag>.
